Site;Transect;Plant_species;Date;Management_type;Location;Insect_order;Insect_species;Insect_species_dec;Collected;Num_Individuals;ID;Cover
2;1;Campanula latifolia;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 14;Muscidae sp. 14;yes;1;1;0.5
2;1;Campanula rotundifolia;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Melitta haemorrhoidalis;M. haemorrhoidalis;yes;1;23;0.5
2;1;Campanula rotundifolia;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Melitta haemorrhoidalis;M. haemorrhoidalis;yes;1;22;0.5
2;1;Galium album;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Coenonympha glycerion;C. glycerion;no;1;;2
2;1;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Thymelicus sylvestris;T. sylvestris;no;1;;2
2;2;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 18;Muscidae sp. 18;yes;1;3;3
2;2;Knautia arvensis;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus ruderarius;B. ruderarius;no;1;;0.5
2;2;Medicago lupulina;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Sphaerophoria scripta;S. scripta;no;1;;0.5
2;3;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Epeoloides coecutiens;E. coecutiens;yes;1;24;2
2;3;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Halictus tumulorum;H. tumulorum;yes;1;25;2
2;3;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 14;Muscidae sp. 14;yes;1;4;2
2;3;Medicago sativa;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Thymelicus sylvestris;T. sylvestris;no;1;;1
2;4;Centaurea scabiosa;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;0.5
2;4;Centaurea scabiosa;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 7;Muscidae sp. 7;yes;1;14;0.5
2;4;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 11;Muscidae sp. 11;yes;1;13;10
2;4;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 14;Muscidae sp. 14;yes;1;11;10
2;4;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 29;Muscidae sp. 29;yes;1;12;10
2;4;Medicago sativa;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;1
2;4;Trifolium pratense;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Autographa gamma;A. gamma;no;1;;1
2;5;Campanula latifolia;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Melitta haemorrhoidalis;M. haemorrhoidalis;yes;1;26;0.5
2;5;Centaurea scabiosa;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;0.5
2;5;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 31;Muscidae sp. 31;yes;1;15;10
2;5;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 32;Muscidae sp. 32;yes;1;21;10
2;5;Medicago sativa;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Apis mellifera;A. mellifera;no;2;;2
2;5;Medicago sativa;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;2
2;5;Trifolium pratense;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;1
2;6;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Eupeodes corollae;E. corollae;yes;1;6;3
2;6;Galium album;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 8;Muscidae sp. 8;yes;1;7;3
2;6;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Diptera;Muscidae sp. 7;Muscidae sp. 7;yes;1;8;2
2;7;Galium verum;04.07.2018;alvar pasture;Laelatu field station;Diptera;Sarcophaga sp. 1;Sarcophaga sp. 1;yes;1;9;1
2;7;Lathyrus pratensis;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;2
2;7;Trifolium pratense;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Thymelicus sylvestris;T. sylvestris;no;1;;2
2;8;Trifolium pratense;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus ruderarius;B. ruderarius;no;1;;1
2;9;Anthyllis vulneraria;04.07.2018;alvar pasture;Laelatu field station;Lepidoptera;Cupido minimus;C. minimus;no;1;;0.5
2;9;Campanula glomerata;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;0.5
2;9;Campanula glomerata;04.07.2018;alvar pasture;Laelatu field station;Diptera;Volucella bombylans;V. bombylans;yes;1;16;0.5
2;9;Leucanthemum vulgare;04.07.2018;alvar pasture;Laelatu field station;Diptera;Anthomyiidae sp. 5;Anthomyiidae sp. 5;yes;1;10;0.5
2;10;Achillea millefolium;04.07.2018;alvar pasture;Laelatu field station;Diptera;Volucella bombylans;V. bombylans;yes;1;18;0.5
2;10;Anthyllis vulneraria;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Ichneumonidae sp.;Ichneumonidae sp.;yes;1;17;4
2;10;Campanula glomerata;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Melitta haemorrhoidalis;M. haemorrhoidalis;yes;1;28;0.5
2;10;Campanula glomerata;04.07.2018;alvar pasture;Laelatu field station;Hymenoptera;Melitta haemorrhoidalis;M. haemorrhoidalis;yes;1;27;0.5
3;1;Anthyllis vulneraria;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;0.5
3;1;Anthyllis vulneraria;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;1;;0.5
3;1;Anthyllis vulneraria;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Eucera longicornis;E. longicornis;yes;1;30;0.5
3;1;Galium verum;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Mimesa equestris;M. equestris;yes;1;1;0.5
3;2;Centaurea scabiosa;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Eristalis tenax;E. tenax;yes;1;3;0.5
3;2;Centaurea scabiosa;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Eupeodes corollae;E. corollae;yes;1;5;0.5
3;2;Centaurea scabiosa;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Helophilus pendulus;H. pendulus;yes;1;4;0.5
3;2;Galium verum;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Eupeodes corollae;E. corollae;yes;1;2;2
3;3;Campanula persicifolia;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;0.5
3;3;Cirsium acaule;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;0.5
3;3;Cirsium acaule;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus pascuorum;B. pascuorum;no;1;;0.5
3;3;Cirsium acaule;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus soroeensis;B. soroeensis;no;1;;0.5
3;3;Cirsium acaule;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus terrestis;B. terrestis;no;2;;0.5
3;3;Galium verum;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Halictus tumulorum;H. tumulorum;yes;1;37;0.5
3;3;Leucanthemum vulgare;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Lasioglossum fulvicorne;L. fulvicorne;yes;1;36;1
3;3;Pimpinella saxifraga;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Crabro cribrarius;C. cribrarius;yes;1;6;0.5
3;4;Campanula rotundifolia;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;2;;2
3;4;Leucanthemum vulgare;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Lejogaster tarsata;L. tarsata;yes;1;7;3
3;4;Leucanthemum vulgare;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Muscidae sp. 7;Muscidae sp. 7;yes;1;9;3
3;4;Leucanthemum vulgare;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Pollenia sp. 3;Pollenia sp. 3;yes;1;8;3
3;5;Cirsium acaule;05.07.2018;alvar pasture;Matsalu Nationalpark;Hymenoptera;Bombus lapidarius;B. lapidarius;no;1;;0.5
3;5;Leucanthemum vulgare;05.07.2018;alvar pasture;Matsalu Nationalpark;Diptera;Anthomyiidae sp. 16;Anthomyiidae sp. 16;yes;1;32;1
